"Index","XStart","YStart","Angle","Major","Minor","SineRad"
1552,73,362,22.570387,6.9927773,4.551981,0.383818115367149
1552,72,374,7.0086136,8.315652,4.7465224,0.122018557128497
1552,72,386,8.059404,7.5746784,4.706564,0.140199731341839
1552,73,398,1.8013781,6.9326015,4.224173,0.0314347995830631
1552,73,410,0.3558561,7.088146,4.670365,0.00621082067794312
1552,72,422,169.0146,6.805556,4.677206,0.190558852839301
1552,71,434,1.8836468,8.152571,4.84147,0.0328699167765198
1551,73,314,155.55315,5.519932,4.3825817,0.413848945605391
1551,75,325,57.194527,5.6909723,4.9220533,0.840514854679699
1551,75,338,42.114532,6.2117467,4.0994573,0.670614785650625
1551,73,350,9.741217,5.9579115,4.4878197,0.169198423736151
1551,73,362,17.63813,7.559305,4.7161355,0.303004166458492
1551,73,374,9.53346,7.0417542,4.339508,0.165623555818941
1551,72,386,2.4837627,7.885937,4.6822524,0.0433362609995267
1551,72,398,4.5197415,7.1900406,4.6041784,0.0788025830925639
1551,72,410,177.51624,7.885937,4.6822524,0.0433362139199075
1551,72,422,2.7598202,6.987582,4.73758,0.0481493252584081
1551,73,434,4.1839213,6.6187572,4.616841,0.0729583216212683
1550,75,313,153.68172,6.1139503,4.7897854,0.443357188846663
1550,74,325,158.73288,6.2263994,4.7032814,0.362716506394289
1550,74,337,35.87707,5.9336004,4.9353695,0.586048127884162
1550,73,350,18.06964,6.9386773,4.770971,0.310172724899485
1550,73,362,16.916222,7.332664,4.6882644,0.290973082000563
1550,73,374,11.322185,7.2594514,4.560156,0.196325824809682
1550,72,386,5.1831613,7.2950635,4.712429,0.0903398950683946
1550,72,398,173.95262,6.7158594,4.9292617,0.105350834386534
1550,72,410,175.07573,7.445375,4.9593134,0.085838958769902
1550,74,421,8.928841,6.7754564,4.885904,0.15520767644034
1550,72,434,2.7975461,7.3961387,4.648029,0.0488069922478167
1549,72,314,166.30031,6.704809,4.747486,0.236832889475545
1549,72,326,166.30031,6.704809,4.747486,0.236832889475545
1549,75,337,18.135542,6.864824,5.007771,0.311265998416095
1549,73,350,22.028343,7.6757803,4.6445713,0.375065205638705
1549,73,362,13.036416,7.1215425,4.6484632,0.225570298115708
1549,72,374,8.823643,7.4737124,4.9405093,0.153393613905264
1549,73,386,5.544022,6.980447,4.7424226,0.0966105157644347
1549,74,397,177.51514,6.9282994,5.1456647,0.0433553944974504
1549,73,410,6.885326,6.986727,4.5559225,0.119882580197339
1549,72,422,2.7598202,6.987582,4.73758,0.0481493252584081
1549,74,433,8.611718,7.235239,5.1033483,0.149737558477822
1548,74,313,160.09128,7.0301456,4.890008,0.340522651269415
1548,72,326,175.36435,7.6217594,4.3433843,0.0808191144292221
1548,74,337,27.883314,7.090781,5.2073174,0.467672419210755
1548,73,350,26.133476,7.724646,4.4503613,0.440463782092761
1548,73,362,14.53765,6.568233,4.6523547,0.251016135704831
1548,72,374,5.544653,8.047056,4.746728,0.0966214772701148
1548,73,386,7.4765797,7.4885054,4.5906982,0.13012091698998
1548,73,398,9.172217,6.5636454,4.4616227,0.159402501775013
1548,72,410,178.32845,7.2569923,4.737151,0.0291699128258606
1548,74,421,9.122928,6.97322,5.1125174,0.15855318706598
1548,72,434,170.82901,6.9972744,4.9129796,0.159381360370094
1547,73,313,159.56676,7.7102976,4.954048,0.349115750381598
1547,70,326,170.36093,8.452678,4.6695766,0.167441058725772
1547,74,337,21.997458,6.9582887,5.123488,0.374565457358397
1547,72,350,16.313812,7.8800497,4.847328,0.280898076107425
1547,72,362,2.6248083,6.7462616,5.0957804,0.0457955246508947
1547,72,374,8.810639,8.797273,4.6313972,0.153169333404885
1547,72,386,179.54587,7.399635,4.989969,0.00792598074317083
1547,72,398,4.224243,6.958131,4.940618,0.0736601744308045
1547,73,410,11.14043,7.1325264,4.641305,0.193214354573181
1547,72,422,2.7598202,6.987582,4.73758,0.0481493252584081
1547,72,434,179.38512,6.942031,4.9520764,0.0107314745130903
1546,75,313,164.74736,7.9375377,4.9726286,0.263075668387353
1546,72,326,1.9922934,7.775844,4.748545,0.034765072780219
1546,73,337,8.742213,6.251822,5.4987917,0.151989057769543
1546,73,350,8.535511,6.257021,5.087243,0.148422358781156
1546,72,362,11.797723,7.599822,5.026063,0.204457150367457
1546,73,374,6.8546214,7.9356713,4.813353,0.119350531486081
1546,73,386,1.5702567,6.9516935,4.5788827,0.0274027188657507
1546,73,398,2.0827239,7.3119297,4.3532953,0.0363423847243959
1546,72,410,1.1295086,7.7323494,4.7752557,0.0197123671461856
1546,71,422,175.85068,7.920616,4.8225017,0.0723560111601868
1546,74,433,165.10463,7.0442905,5.241684,0.257054700677679
1545,72,313,163.13396,8.281022,4.9201255,0.290135025939542
1545,72,326,2.293132,7.550297,5.059031,0.0400120195987238
1545,73,338,9.638049,6.5227227,4.684815,0.167423490466053
1545,75,349,4.4770412,6.79518,5.24647,0.0780596180321838
1545,72,362,7.786939,8.140994,4.8483543,0.135489720555181
1545,72,374,4.453372,8.74711,4.5123963,0.0776477664236165
1545,74,385,4.8866916,8.351645,5.9456954,0.0851854943348575
1545,72,398,179.36423,7.5591655,4.3793497,0.0110960520774138
1545,72,410,3.338701,6.8448863,4.8363447,0.0582383536140843
1545,72,422,179.80243,6.9752316,4.5634313,0.0034482401696595
1545,74,433,5.8510137,6.712643,5.121301,0.1019420560422
1544,75,313,168.72952,8.713365,4.675997,0.19544088480124
1544,73,326,3.3564835,7.83051,4.7153945,0.0585481872010907
1544,73,338,10.88058,6.1369348,4.564375,0.188762604160639
1544,73,350,13.699698,6.704809,4.747486,0.23683302512957
1544,72,362,8.463757,8.172637,4.8295827,0.147183770040879
1544,72,374,7.6745353,7.718409,4.7838807,0.13354573679414
1544,72,386,1.9845943,8.400289,4.85027,0.0346307790501536
1544,72,398,5.717341,7.071339,4.8615217,0.0996209062666462
1544,73,410,3.2849514,6.6863294,4.570183,0.0573018128771908
1544,71,422,178.58228,7.4502144,5.297891,0.0247413570017617
1544,72,434,179.8573,6.5902815,5.023189,0.00249058226774152
1543,75,313,170.69739,8.672295,5.285409,0.161648775266372
1543,75,325,1.2258497,7.7159314,5.445474,0.0213934811649546
1543,73,338,10.465392,6.8106775,4.8606367,0.18164158316706
1543,75,349,10.860196,7.1058273,5.196291,0.188413220036517
1543,73,362,8.1553955,8.127504,4.856402,0.141858354333713
1543,73,374,9.53346,7.0417542,4.339508,0.165623555818941
1543,72,386,3.7077336,8.449509,4.8220162,0.0646670031045926
1543,72,398,4.4056926,7.5262985,4.567646,0.076818089538333
1543,72,410,4.7091413,6.6274357,4.8029118,0.0820975168786596
1543,72,422,6.518314,7.524216,4.738129,0.113520792889278
1543,72,434,6.518314,7.524216,4.738129,0.113520792889278
1542,71,314,173.87875,8.422264,4.8376145,0.106632846528071
1542,75,325,178.12238,7.7341666,5.2680097,0.0327647859308105
1542,72,338,3.3029647,6.9013805,4.981245,0.0576156848581464
1542,73,350,12.895653,7.2608676,4.909979,0.223176160760538
1542,75,361,15.392074,8.033432,5.071763,0.265422747004761
1542,72,374,7.2824206,6.735285,4.9150453,0.126760271149067
1542,75,385,7.969155,7.8032794,4.895017,0.13863997316478
1542,72,398,5.5520287,8.065623,4.420081,0.0967496044156608
1542,72,410,177.24765,7.5575595,4.5487523,0.0480190964846973
1542,71,422,1.3992718,7.2325964,4.929171,0.0244194724569791
1542,73,434,0,6.5842924,4.8343825,0
1541,75,312,161.44212,7.7419024,5.7561283,0.318262487642664
1541,74,325,174.00172,7.6945953,5.2951016,0.10449860800828
1541,73,338,16.757292,6.4541726,4.5372987,0.288318135340948
1541,73,350,11.45702,8.307278,4.4447713,0.198632795212605
1541,75,361,13.890442,8.227225,4.797538,0.240066105600189
1541,73,374,1.5836437,6.8888354,4.2510104,0.0276362776022416
1541,73,386,7.209477,7.622259,4.343099,0.125497332435615
1541,72,398,7.292827,7.9710712,4.632244,0.126940429893408
1541,72,410,3.057752,6.614514,4.6198025,0.0533425106581042
1541,72,422,178.07698,6.744973,4.7192163,0.0335567296061519
1541,72,434,3.508251,6.3659544,5.2001987,0.0611922774156272
